"","gene_id","gene_short_name","cluster","marker_score","mean_expression","fraction_expressing","specificity","pseudo_R2","marker_test_p_value","marker_test_q_value"
"414","ENSG00000166947","EPB42","24",0.286983447144332,0.760091221016246,0.298245614035088,0.962238616895701,0.235429466247912,5.61553555823144e-24,4.87521704344756e-18
"415","ENSG00000206177","HBM","24",0.668390686863092,8.74314428995754,0.684210526315789,0.976878696184519,0.591426277035631,9.6584288251193e-58,8.38511951938853e-52
"416","ENSG00000188536","HBA2","24",0.971253950771512,87.5991037801934,1,0.971253950771512,0.999999999923827,1.67731579035307e-96,1.45618854044766e-90
"417","ENSG00000206172","HBA1","24",0.925951320060351,80.1077324022587,1,0.925951320060351,0.999999998637653,1.67731626209532e-96,1.45618894999825e-90
"418","ENSG00000260592","AC130456.3","24",0.245614035087719,0.38424013848543,0.245614035087719,1,0.19192740206576,7.72434535950795e-20,6.70601401338258e-14
"419","ENSG00000169877","AHSP","24",0.607847787229563,6.84982406226086,0.614035087719298,0.989923539202431,0.520544396244422,5.05544783632381e-51,4.3889679262699e-45
"420","ENSG00000170315","UBB","24",0.241242793494429,12.7767833781478,0.754385964912281,0.319786958818196,0.251267939654702,1.75470366597395e-25,1.52337406287394e-19
"421","ENSG00000004939","SLC4A1","24",0.502846104377799,2.64877419920919,0.508771929824561,0.988352687914984,0.404590896279675,4.96190626115632e-40,4.30775831112304e-34
"422","ENSG00000013306","SLC25A39","24",0.429732301024137,6.72842497867618,0.87719298245614,0.489894823167516,0.567736427658819,1.70023946043073e-55,1.47609009140431e-49
"423","ENSG00000198336","MYL4","24",0.243154504651383,0.55815544566247,0.315789473684211,0.769989264729379,0.20933894555445,1.70049214462483e-21,1.47630946323036e-15
"424","ENSG00000066926","FECH","24",0.309801565882069,1.42925624192806,0.473684210526316,0.654025527973258,0.297181952388503,7.65797626279885e-30,6.64839462016903e-24
"425","ENSG00000124098","FAM210B","24",0.472271948660401,2.3944852371144,0.736842105263158,0.640940501753402,0.519490914771491,6.36233154337068e-51,5.52355992668195e-45
"426","ENSG00000135916","ITM2C","25",0.699050958037355,5.49011978855244,0.96,0.728178081288911,0.809345846554685,1.17567175918107e-42,1.0206782484812e-36
"427","ENSG00000163687","DNASE1L3","25",0.558859921801014,0.974173322366186,0.84,0.665309430715493,0.645658090063831,2.2942815050201e-34,1.99181719708728e-28
"428","ENSG00000132465","JCHAIN","25",0.621011638944709,4.75397752075218,1,0.621011638944709,0.767567328770435,1.53403750372937e-40,1.33179920346271e-34
